Event ID,Date,Year,Month,Week,Plant,Production Line,Machine ID,Machine Type,Shift,Operator ID,Technician,Downtime Category,Downtime Reason,Planned or Unplanned,Root Cause,Downtime Minutes,Downtime Hours,Repair Cost EURO,Cost per Minute,Production Units Lost,Product Type,Status,Resolution Time,Maintenance Type
DT-02561,2024-03-04,2024,March,10,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Night (22-06),OP-0083,Tech-008,Electrical Failure,Wiring Fault,Unplanned,Human Error,62,1.03,827.08,13.34,86,Metal Fittings,Resolved,2.68,Corrective
DT-02562,2024-03-04,2024,March,10,Plant Munich,Line M1,MC-0012,Industrial Oven,Night (22-06),OP-0008,Tech-017,Changeover,Product Changeover,Planned,Wear and Tear,25,0.42,150.0,6.0,42,Automotive Parts,Resolved,2.34,Corrective
DT-02563,2024-03-04,2024,March,10,Plant Lyon,Line L1,MC-0038,Stamping Press,Morning (06-14),OP-0063,Tech-006,Changeover,Tooling Change,Planned,Unknown,46,0.77,431.02,9.37,68,Machine Tools,Resolved,1.85,Corrective
DT-02564,2024-03-04,2024,March,10,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Morning (06-14),OP-0118,Tech-002,Software/Control Issue,Software Crash,Unplanned,Design Flaw,59,0.98,457.84,7.76,64,Electronic Housings,Resolved,1.56,Corrective
DT-02565,2024-03-04,2024,March,10,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0086,Tech-002,Quality Issue,Out of Spec Product,Unplanned,Aging Equipment,41,0.68,97.99,2.39,102,Machine Tools,Resolved,1.07,Corrective
DT-02566,2024-03-05,2024,March,10,Plant Munich,Line M3,MC-0022,Stamping Press,Morning (06-14),OP-0055,Tech-002,Operator Error,Manual Handling Error,Unplanned,Environmental Conditions,53,0.88,539.01,10.17,117,Metal Fittings,Resolved,2.51,Predictive
DT-02567,2024-03-05,2024,March,10,Plant Munich,Line M1,MC-0013,Packaging Machine,Night (22-06),OP-0053,Tech-017,Changeover,Product Changeover,Planned,Aging Equipment,43,0.72,210.27,4.89,62,Metal Fittings,Resolved,0.74,Corrective
DT-02568,2024-03-05,2024,March,10,Plant Lyon,Line L1,MC-0036,Palletizer,Morning (06-14),OP-0027,Tech-006,Electrical Failure,Power Supply Failure,Unplanned,Unknown,57,0.95,169.86,2.98,72,Electronic Housings,Resolved,3.52,Corrective
DT-02569,2024-03-05,2024,March,10,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Morning (06-14),OP-0064,Tech-023,Preventive Maintenance,Routine Calibration,Planned,Design Flaw,48,0.8,751.2,15.65,58,Electronic Housings,Resolved,1.27,Preventive
DT-02570,2024-03-05,2024,March,10,Plant Munich,Line M2,MC-0019,Palletizer,Afternoon (14-22),OP-0006,Tech-011,Operator Error,Missed Procedure Step,Unplanned,Poor Spare Parts Availability,131,2.18,1015.25,7.75,269,Metal Fittings,Resolved,4.37,Predictive
DT-02571,2024-03-06,2024,March,10,Plant Lyon,Line L1,MC-0036,Palletizer,Afternoon (14-22),OP-0098,Tech-015,Quality Issue,Rework Required,Unplanned,Supplier Quality Issue,32,0.53,181.76,5.68,32,Machine Tools,Resolved,0.48,Predictive
DT-02572,2024-03-06,2024,March,10,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Morning (06-14),OP-0014,Tech-009,Quality Issue,Calibration Drift,Unplanned,Inadequate Training,58,0.97,544.04,9.38,49,Machine Tools,Resolved,3.04,Corrective
DT-02573,2024-03-07,2024,March,10,Plant Katowice,Line K1,MC-0030,Stamping Press,Afternoon (14-22),OP-0074,Tech-006,Mechanical Failure,Hydraulic Leak,Unplanned,Inadequate Training,23,0.38,155.71,6.77,20,Metal Fittings,Resolved,0.61,Corrective
DT-02574,2024-03-07,2024,March,10,Plant Munich,Line M4,MC-0027,Packaging Machine,Afternoon (14-22),OP-0078,Tech-017,Electrical Failure,Sensor Malfunction,Unplanned,Environmental Conditions,141,2.35,552.72,3.92,191,Electronic Housings,Resolved,2.91,Corrective
DT-02575,2024-03-07,2024,March,10,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0014,Tech-024,Operator Error,Incorrect Setup,Unplanned,Inadequate Training,30,0.5,121.2,4.04,44,Electronic Housings,Resolved,2.6,Corrective
DT-02576,2024-03-07,2024,March,10,Plant Rotterdam,Line R3,MC-0009,Palletizer,Afternoon (14-22),OP-0098,Tech-022,Mechanical Failure,Motor Failure,Unplanned,Poor Spare Parts Availability,18,0.3,27.0,1.5,10,Packaging Units,In Progress,,Predictive
DT-02577,2024-03-07,2024,March,10,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Night (22-06),OP-0090,Tech-009,Software/Control Issue,HMI Freeze,Unplanned,Human Error,22,0.37,281.16,12.78,35,Automotive Parts,Resolved,0.2,Predictive
DT-02578,2024-03-07,2024,March,10,Plant Katowice,Line K1,MC-0029,Stamping Press,Night (22-06),OP-0094,Tech-001,Electrical Failure,Sensor Malfunction,Unplanned,Aging Equipment,117,1.95,1296.36,11.08,141,Packaging Units,Resolved,4.38,Corrective
DT-02579,2024-03-07,2024,March,10,Plant Munich,Line M2,MC-0017,Conveyor System,Morning (06-14),OP-0116,Tech-015,Software/Control Issue,Software Crash,Unplanned,Aging Equipment,23,0.38,70.84,3.08,41,Plastic Components,Resolved,1.37,Predictive
DT-02580,2024-03-08,2024,March,10,Plant Katowice,Line K2,MC-0035,Conveyor System,Morning (06-14),OP-0051,Tech-023,Operator Error,Missed Procedure Step,Unplanned,Environmental Conditions,12,0.2,75.0,6.25,20,Machine Tools,Resolved,0.2,Corrective
DT-02581,2024-03-08,2024,March,10,Plant Lyon,Line L3,MC-0045,Packaging Machine,Afternoon (14-22),OP-0084,Tech-005,Material Shortage,Raw Material Delay,Unplanned,Aging Equipment,139,2.32,1018.87,7.33,280,Plastic Components,Resolved,3.57,Corrective
DT-02582,2024-03-08,2024,March,10,Plant Lyon,Line L3,MC-0047,Industrial Oven,Morning (06-14),OP-0079,Tech-008,Mechanical Failure,Hydraulic Leak,Unplanned,Process Variation,18,0.3,153.0,8.5,24,Machine Tools,Resolved,1.39,Corrective
DT-02583,2024-03-08,2024,March,10,Plant Munich,Line M1,MC-0014,Hydraulic Press,Morning (06-14),OP-0119,Tech-009,Material Shortage,Supplier Delay,Unplanned,Unknown,230,3.83,2141.3,9.31,382,Automotive Parts,Resolved,6.13,Corrective
DT-02584,2024-03-09,2024,March,10,Plant Munich,Line M1,MC-0012,Industrial Oven,Morning (06-14),OP-0052,Tech-023,Preventive Maintenance,Lubrication Service,Planned,Environmental Conditions,67,1.12,483.07,7.21,89,Machine Tools,Resolved,3.8,Preventive
DT-02585,2024-03-09,2024,March,10,Plant Rotterdam,Line R2,MC-0004,Stamping Press,Morning (06-14),OP-0073,Tech-021,Material Shortage,Supplier Delay,Unplanned,Lack of Preventive Maintenance,87,1.45,659.46,7.58,129,Machine Tools,Resolved,2.36,Corrective
DT-02586,2024-03-09,2024,March,10,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Afternoon (14-22),OP-0007,Tech-012,Quality Issue,Rework Required,Unplanned,Inadequate Training,26,0.43,187.2,7.2,19,Automotive Parts,Resolved,1.86,Corrective
DT-02587,2024-03-10,2024,March,10,Plant Munich,Line M4,MC-0026,CNC Machine,Afternoon (14-22),OP-0053,Tech-014,Mechanical Failure,Gear Wear,Unplanned,Process Variation,40,0.67,343.2,8.58,54,Plastic Components,Resolved,0.2,Corrective
DT-02588,2024-03-10,2024,March,10,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Morning (06-14),OP-0095,Tech-011,Mechanical Failure,Bearing Failure,Unplanned,Poor Spare Parts Availability,67,1.12,451.58,6.74,108,Machine Tools,Resolved,2.01,Predictive
DT-02589,2024-03-10,2024,March,10,Plant Lyon,Line L2,MC-0042,Conveyor System,Night (22-06),OP-0062,Tech-020,Changeover,Tooling Change,Planned,Inadequate Training,15,0.25,82.95,5.53,19,Plastic Components,Resolved,3.11,Corrective
DT-02590,2024-03-10,2024,March,10,Plant Rotterdam,Line R1,MC-0001,Industrial Oven,Afternoon (14-22),OP-0007,Tech-017,Material Shortage,Component Stockout,Unplanned,Inadequate Training,184,3.07,601.68,3.27,320,Packaging Units,Resolved,5.28,Corrective
DT-02591,2024-03-10,2024,March,10,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Morning (06-14),OP-0085,Tech-012,Software/Control Issue,Network Communication Loss,Unplanned,Wear and Tear,129,2.15,1840.83,14.27,188,Packaging Units,Resolved,2.74,Predictive
DT-02592,2024-03-10,2024,March,10,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Morning (06-14),OP-0092,Tech-025,Mechanical Failure,Belt Breakage,Unplanned,Inadequate Training,13,0.22,128.18,9.86,23,Machine Tools,Resolved,0.82,Corrective
DT-02593,2024-03-10,2024,March,10,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Afternoon (14-22),OP-0072,Tech-001,Operator Error,Manual Handling Error,Unplanned,Process Variation,116,1.93,1166.96,10.06,238,Machine Tools,Resolved,1.5,Corrective
DT-02594,2024-03-10,2024,March,10,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Afternoon (14-22),OP-0103,Tech-002,Changeover,Product Changeover,Planned,Human Error,44,0.73,345.4,7.85,58,Metal Fittings,In Progress,,Predictive
DT-02595,2024-03-10,2024,March,10,Plant Lyon,Line L3,MC-0047,Industrial Oven,Afternoon (14-22),OP-0035,Tech-007,Electrical Failure,Wiring Fault,Planned,Poor Spare Parts Availability,25,0.42,155.75,6.23,65,Machine Tools,Resolved,0.2,Corrective
DT-02596,2024-03-10,2024,March,10,Plant Munich,Line M3,MC-0022,Stamping Press,Afternoon (14-22),OP-0021,Tech-012,Changeover,Tooling Change,Planned,Environmental Conditions,22,0.37,191.62,8.71,29,Machine Tools,Resolved,0.2,Corrective
DT-02597,2024-03-10,2024,March,10,Plant Katowice,Line K1,MC-0030,Stamping Press,Morning (06-14),OP-0025,Tech-004,Quality Issue,Rework Required,Unplanned,Human Error,35,0.58,265.3,7.58,44,Automotive Parts,Resolved,1.74,Corrective
DT-02598,2024-03-10,2024,March,10,Plant Munich,Line M3,MC-0022,Stamping Press,Afternoon (14-22),OP-0107,Tech-022,Software/Control Issue,Firmware Update Error,Unplanned,Aging Equipment,34,0.57,235.28,6.92,69,Automotive Parts,Resolved,3.06,Corrective
DT-02599,2024-03-10,2024,March,10,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Morning (06-14),OP-0103,Tech-020,Electrical Failure,Short Circuit,Unplanned,Poor Spare Parts Availability,50,0.83,505.5,10.11,95,Machine Tools,Resolved,3.11,Corrective
DT-02600,2024-03-11,2024,March,11,Plant Lyon,Line L2,MC-0042,Conveyor System,Morning (06-14),OP-0050,Tech-005,Changeover,Mold Change,Planned,Process Variation,19,0.32,64.22,3.38,36,Machine Tools,In Progress,,Corrective
DT-02601,2024-03-11,2024,March,11,Plant Munich,Line M4,MC-0028,Stamping Press,Afternoon (14-22),OP-0069,Tech-001,Operator Error,Incorrect Setup,Unplanned,Design Flaw,50,0.83,368.5,7.37,84,Electronic Housings,Resolved,0.2,Corrective
DT-02602,2024-03-11,2024,March,11,Plant Munich,Line M2,MC-0019,Palletizer,Afternoon (14-22),OP-0087,Tech-002,Electrical Failure,Short Circuit,Unplanned,Aging Equipment,19,0.32,115.52,6.08,39,Automotive Parts,Pending,,Corrective
DT-02603,2024-03-11,2024,March,11,Plant Munich,Line M2,MC-0016,Packaging Machine,Morning (06-14),OP-0036,Tech-017,Changeover,Mold Change,Planned,Inadequate Training,20,0.33,108.0,5.4,22,Plastic Components,Resolved,1.65,Corrective
DT-02604,2024-03-11,2024,March,11,Plant Lyon,Line L1,MC-0037,Injection Molding Machine,Morning (06-14),OP-0092,Tech-002,Preventive Maintenance,Scheduled Inspection,Planned,Process Variation,88,1.47,837.76,9.52,109,Machine Tools,Resolved,2.33,Preventive
DT-02605,2024-03-12,2024,March,11,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Night (22-06),OP-0070,Tech-015,Changeover,Tooling Change,Planned,Wear and Tear,47,0.78,210.56,4.48,94,Plastic Components,Resolved,2.27,Corrective
DT-02606,2024-03-12,2024,March,11,Plant Lyon,Line L1,MC-0036,Palletizer,Afternoon (14-22),OP-0118,Tech-014,Operator Error,Incorrect Setup,Unplanned,Lack of Preventive Maintenance,31,0.52,167.09,5.39,71,Machine Tools,Resolved,0.2,Corrective
DT-02607,2024-03-12,2024,March,11,Plant Katowice,Line K2,MC-0034,Industrial Oven,Afternoon (14-22),OP-0084,Tech-009,Mechanical Failure,Belt Breakage,Unplanned,Design Flaw,36,0.6,233.28,6.48,57,Machine Tools,Resolved,1.13,Corrective
DT-02608,2024-03-12,2024,March,11,Plant Munich,Line M1,MC-0015,Stamping Press,Afternoon (14-22),OP-0003,Tech-010,Software/Control Issue,Network Communication Loss,Unplanned,Design Flaw,49,0.82,306.25,6.25,115,Packaging Units,Resolved,1.68,Predictive
DT-02609,2024-03-13,2024,March,11,Plant Lyon,Line L2,MC-0040,Industrial Oven,Night (22-06),OP-0110,Tech-001,Software/Control Issue,Firmware Update Error,Unplanned,Supplier Quality Issue,65,1.08,333.45,5.13,97,Metal Fittings,Resolved,1.55,Corrective
DT-02610,2024-03-13,2024,March,11,Plant Rotterdam,Line R2,MC-0004,Stamping Press,Afternoon (14-22),OP-0113,Tech-020,Software/Control Issue,HMI Freeze,Unplanned,Design Flaw,25,0.42,108.75,4.35,22,Plastic Components,Resolved,0.36,Corrective
DT-02611,2024-03-13,2024,March,11,Plant Munich,Line M1,MC-0015,Stamping Press,Afternoon (14-22),OP-0055,Tech-023,Software/Control Issue,Network Communication Loss,Unplanned,Lack of Preventive Maintenance,14,0.23,105.7,7.55,14,Metal Fittings,Resolved,1.11,Corrective
DT-02612,2024-03-13,2024,March,11,Plant Lyon,Line L1,MC-0038,Stamping Press,Morning (06-14),OP-0024,Tech-023,Mechanical Failure,Bearing Failure,Unplanned,Inadequate Training,43,0.72,321.21,7.47,62,Machine Tools,Resolved,1.99,Corrective
DT-02613,2024-03-13,2024,March,11,Plant Munich,Line M1,MC-0015,Stamping Press,Afternoon (14-22),OP-0084,Tech-014,Preventive Maintenance,Routine Calibration,Planned,Poor Spare Parts Availability,29,0.48,356.7,12.3,47,Automotive Parts,Resolved,1.46,Preventive
DT-02614,2024-03-13,2024,March,11,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Afternoon (14-22),OP-0050,Tech-014,Quality Issue,Out of Spec Product,Unplanned,Environmental Conditions,11,0.18,103.18,9.38,12,Plastic Components,Resolved,0.6,Corrective
DT-02615,2024-03-13,2024,March,11,Plant Lyon,Line L3,MC-0045,Packaging Machine,Afternoon (14-22),OP-0111,Tech-001,Preventive Maintenance,Scheduled Inspection,Planned,Process Variation,23,0.38,96.14,4.18,42,Plastic Components,Resolved,3.19,Preventive
DT-02616,2024-03-13,2024,March,11,Plant Katowice,Line K2,MC-0033,Industrial Oven,Night (22-06),OP-0100,Tech-025,Software/Control Issue,Software Crash,Unplanned,Inadequate Training,154,2.57,1102.64,7.16,109,Machine Tools,Resolved,5.71,Corrective
DT-02617,2024-03-13,2024,March,11,Plant Katowice,Line K2,MC-0033,Industrial Oven,Night (22-06),OP-0081,Tech-024,Mechanical Failure,Bearing Failure,Unplanned,Human Error,145,2.42,727.9,5.02,106,Plastic Components,In Progress,,Predictive
DT-02618,2024-03-14,2024,March,11,Plant Munich,Line M3,MC-0023,Packaging Machine,Morning (06-14),OP-0091,Tech-012,Changeover,Mold Change,Planned,Lack of Preventive Maintenance,58,0.97,310.3,5.35,63,Metal Fittings,Resolved,2.4,Corrective
DT-02619,2024-03-14,2024,March,11,Plant Katowice,Line K1,MC-0029,Stamping Press,Night (22-06),OP-0029,Tech-003,Changeover,Product Changeover,Planned,Lack of Preventive Maintenance,18,0.3,110.34,6.13,29,Automotive Parts,Resolved,0.77,Corrective
DT-02620,2024-03-15,2024,March,11,Plant Lyon,Line L2,MC-0041,Hydraulic Press,Morning (06-14),OP-0061,Tech-008,Electrical Failure,PLC Error,Unplanned,Human Error,93,1.55,538.47,5.79,119,Metal Fittings,Resolved,4.01,Corrective
DT-02621,2024-03-15,2024,March,11,Plant Lyon,Line L2,MC-0043,Injection Molding Machine,Night (22-06),OP-0068,Tech-013,Material Shortage,Supplier Delay,Unplanned,Supplier Quality Issue,30,0.5,316.2,10.54,66,Electronic Housings,Resolved,1.83,Corrective
DT-02622,2024-03-15,2024,March,11,Plant Munich,Line M4,MC-0025,Robotic Welder,Afternoon (14-22),OP-0119,Tech-004,Material Shortage,Raw Material Delay,Unplanned,Lack of Preventive Maintenance,174,2.9,1703.46,9.79,307,Automotive Parts,Resolved,4.42,Corrective
DT-02623,2024-03-15,2024,March,11,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0114,Tech-022,Changeover,Tooling Change,Unplanned,Human Error,20,0.33,166.4,8.32,42,Automotive Parts,Resolved,1.31,Predictive
DT-02624,2024-03-15,2024,March,11,Plant Lyon,Line L2,MC-0039,Industrial Oven,Night (22-06),OP-0037,Tech-014,Quality Issue,Out of Spec Product,Unplanned,Poor Spare Parts Availability,121,2.02,782.87,6.47,251,Metal Fittings,In Progress,,Corrective
DT-02625,2024-03-15,2024,March,11,Plant Katowice,Line K1,MC-0029,Stamping Press,Afternoon (14-22),OP-0088,Tech-025,Mechanical Failure,Belt Breakage,Unplanned,Supplier Quality Issue,65,1.08,497.25,7.65,48,Electronic Housings,Resolved,3.28,Corrective
DT-02626,2024-03-15,2024,March,11,Plant Rotterdam,Line R2,MC-0006,Assembly Robot,Morning (06-14),OP-0073,Tech-006,Software/Control Issue,HMI Freeze,Unplanned,Aging Equipment,68,1.13,752.08,11.06,13,Plastic Components,Resolved,2.6,Predictive
DT-02627,2024-03-15,2024,March,11,Plant Munich,Line M2,MC-0019,Palletizer,Night (22-06),OP-0073,Tech-023,Software/Control Issue,Software Crash,Unplanned,Aging Equipment,34,0.57,113.56,3.34,34,Metal Fittings,Resolved,1.92,Corrective
DT-02628,2024-03-16,2024,March,11,Plant Munich,Line M1,MC-0014,Hydraulic Press,Night (22-06),OP-0107,Tech-001,Changeover,Mold Change,Planned,Aging Equipment,50,0.83,208.0,4.16,107,Packaging Units,Resolved,1.17,Corrective
DT-02629,2024-03-16,2024,March,11,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Morning (06-14),OP-0018,Tech-024,Mechanical Failure,Hydraulic Leak,Unplanned,Unknown,28,0.47,260.96,9.32,42,Metal Fittings,Resolved,2.11,Corrective
DT-02630,2024-03-16,2024,March,11,Plant Katowice,Line K2,MC-0035,Conveyor System,Morning (06-14),OP-0078,Tech-007,Changeover,Product Changeover,Planned,Supplier Quality Issue,57,0.95,132.24,2.32,73,Machine Tools,Resolved,0.2,Corrective
DT-02631,2024-03-16,2024,March,11,Plant Munich,Line M4,MC-0028,Stamping Press,Morning (06-14),OP-0037,Tech-016,Mechanical Failure,Hydraulic Leak,Unplanned,Design Flaw,101,1.68,975.66,9.66,148,Automotive Parts,In Progress,,Corrective
DT-02632,2024-03-17,2024,March,11,Plant Lyon,Line L3,MC-0046,Hydraulic Press,Morning (06-14),OP-0118,Tech-024,Operator Error,Missed Procedure Step,Unplanned,Aging Equipment,40,0.67,388.0,9.7,92,Automotive Parts,Resolved,0.51,Corrective
DT-02633,2024-03-17,2024,March,11,Plant Katowice,Line K1,MC-0030,Stamping Press,Morning (06-14),OP-0003,Tech-020,Mechanical Failure,Motor Failure,Unplanned,Lack of Preventive Maintenance,49,0.82,348.88,7.12,38,Electronic Housings,Resolved,2.48,Predictive
DT-02634,2024-03-17,2024,March,11,Plant Munich,Line M4,MC-0026,CNC Machine,Night (22-06),OP-0040,Tech-014,Electrical Failure,PLC Error,Unplanned,Wear and Tear,23,0.38,216.2,9.4,43,Electronic Housings,In Progress,,Corrective
DT-02635,2024-03-17,2024,March,11,Plant Munich,Line M1,MC-0013,Packaging Machine,Afternoon (14-22),OP-0059,Tech-008,Operator Error,Missed Procedure Step,Unplanned,Poor Spare Parts Availability,166,2.77,874.82,5.27,200,Automotive Parts,Resolved,7.34,Corrective
DT-02636,2024-03-17,2024,March,11,Plant Katowice,Line K1,MC-0031,Robotic Welder,Night (22-06),OP-0051,Tech-011,Electrical Failure,Wiring Fault,Unplanned,Human Error,27,0.45,368.55,13.65,40,Automotive Parts,Resolved,0.2,Corrective
DT-02637,2024-03-17,2024,March,11,Plant Katowice,Line K1,MC-0031,Robotic Welder,Afternoon (14-22),OP-0070,Tech-016,Mechanical Failure,Bearing Failure,Unplanned,Design Flaw,66,1.1,674.52,10.22,110,Automotive Parts,Resolved,3.99,Predictive
DT-02638,2024-03-17,2024,March,11,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Morning (06-14),OP-0083,Tech-015,Mechanical Failure,Hydraulic Leak,Unplanned,Wear and Tear,24,0.4,318.96,13.29,60,Automotive Parts,Resolved,0.68,Corrective
DT-02639,2024-03-17,2024,March,11,Plant Munich,Line M2,MC-0016,Packaging Machine,Afternoon (14-22),OP-0040,Tech-004,Operator Error,Missed Procedure Step,Unplanned,Aging Equipment,45,0.75,237.6,5.28,129,Machine Tools,Resolved,2.44,Corrective
DT-02640,2024-03-17,2024,March,11,Plant Katowice,Line K1,MC-0030,Stamping Press,Night (22-06),OP-0094,Tech-010,Mechanical Failure,Gear Wear,Planned,Poor Spare Parts Availability,103,1.72,778.68,7.56,210,Automotive Parts,Resolved,2.49,Corrective
DT-02641,2024-03-17,2024,March,11,Plant Lyon,Line L2,MC-0042,Conveyor System,Morning (06-14),OP-0030,Tech-009,Material Shortage,Component Stockout,Unplanned,Unknown,143,2.38,417.56,2.92,234,Electronic Housings,Resolved,4.07,Corrective
DT-02642,2024-03-17,2024,March,11,Plant Rotterdam,Line R3,MC-0009,Palletizer,Morning (06-14),OP-0006,Tech-002,Operator Error,Manual Handling Error,Unplanned,Inadequate Training,34,0.57,103.36,3.04,46,Metal Fittings,Resolved,1.87,Corrective
DT-02643,2024-03-18,2024,March,12,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Afternoon (14-22),OP-0109,Tech-021,Software/Control Issue,HMI Freeze,Unplanned,Lack of Preventive Maintenance,43,0.72,506.97,11.79,54,Plastic Components,Resolved,0.21,Predictive
DT-02644,2024-03-18,2024,March,12,Plant Rotterdam,Line R2,MC-0006,Assembly Robot,Afternoon (14-22),OP-0114,Tech-010,Mechanical Failure,Gear Wear,Unplanned,Human Error,111,1.85,1747.14,15.74,83,Automotive Parts,Resolved,3.06,Corrective
DT-02645,2024-03-18,2024,March,12,Plant Munich,Line M1,MC-0012,Industrial Oven,Morning (06-14),OP-0066,Tech-021,Software/Control Issue,Network Communication Loss,Unplanned,Human Error,37,0.62,355.57,9.61,51,Machine Tools,Resolved,1.29,Corrective
DT-02646,2024-03-18,2024,March,12,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Night (22-06),OP-0023,Tech-011,Mechanical Failure,Bearing Failure,Unplanned,Environmental Conditions,42,0.7,567.42,13.51,35,Plastic Components,Resolved,3.06,Predictive
DT-02647,2024-03-18,2024,March,12,Plant Munich,Line M4,MC-0028,Stamping Press,Afternoon (14-22),OP-0075,Tech-013,Changeover,Mold Change,Planned,Supplier Quality Issue,55,0.92,543.4,9.88,70,Electronic Housings,Resolved,2.36,Corrective
DT-02648,2024-03-18,2024,March,12,Plant Katowice,Line K1,MC-0030,Stamping Press,Morning (06-14),OP-0063,Tech-025,Mechanical Failure,Gear Wear,Unplanned,Process Variation,46,0.77,540.04,11.74,111,Automotive Parts,Resolved,1.83,Corrective
DT-02649,2024-03-19,2024,March,12,Plant Lyon,Line L2,MC-0040,Industrial Oven,Night (22-06),OP-0091,Tech-018,Changeover,Product Changeover,Planned,Poor Spare Parts Availability,39,0.65,283.92,7.28,40,Plastic Components,Resolved,0.64,Predictive
DT-02650,2024-03-19,2024,March,12,Plant Katowice,Line K2,MC-0033,Industrial Oven,Morning (06-14),OP-0050,Tech-016,Quality Issue,Out of Spec Product,Unplanned,Lack of Preventive Maintenance,83,1.38,527.05,6.35,98,Machine Tools,Resolved,1.63,Corrective
DT-02651,2024-03-19,2024,March,12,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Night (22-06),OP-0115,Tech-014,Material Shortage,Supplier Delay,Unplanned,Process Variation,106,1.77,1422.52,13.42,171,Metal Fittings,Resolved,1.85,Corrective
DT-02652,2024-03-19,2024,March,12,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Afternoon (14-22),OP-0104,Tech-016,Material Shortage,Supplier Delay,Unplanned,Inadequate Training,199,3.32,2845.7,14.3,166,Metal Fittings,Resolved,4.59,Corrective
DT-02653,2024-03-20,2024,March,12,Plant Katowice,Line K2,MC-0033,Industrial Oven,Morning (06-14),OP-0088,Tech-017,Material Shortage,Component Stockout,Unplanned,Aging Equipment,145,2.42,1187.55,8.19,315,Packaging Units,Resolved,4.32,Corrective
DT-02654,2024-03-20,2024,March,12,Plant Rotterdam,Line R1,MC-0003,Injection Molding Machine,Afternoon (14-22),OP-0114,Tech-004,Operator Error,Incorrect Setup,Unplanned,Unknown,51,0.85,446.76,8.76,70,Packaging Units,Resolved,2.45,Predictive
DT-02655,2024-03-21,2024,March,12,Plant Katowice,Line K2,MC-0035,Conveyor System,Morning (06-14),OP-0105,Tech-007,Changeover,Tooling Change,Planned,Environmental Conditions,53,0.88,229.49,4.33,89,Automotive Parts,Resolved,3.89,Corrective
DT-02656,2024-03-21,2024,March,12,Plant Munich,Line M1,MC-0014,Hydraulic Press,Afternoon (14-22),OP-0026,Tech-006,Mechanical Failure,Gear Wear,Unplanned,Unknown,19,0.32,180.5,9.5,28,Machine Tools,Resolved,2.55,Corrective
DT-02657,2024-03-22,2024,March,12,Plant Munich,Line M3,MC-0021,Injection Molding Machine,Night (22-06),OP-0084,Tech-004,Mechanical Failure,Bearing Failure,Unplanned,Environmental Conditions,107,1.78,1083.91,10.13,66,Packaging Units,Resolved,2.04,Corrective
DT-02658,2024-03-22,2024,March,12,Plant Munich,Line M2,MC-0018,Hydraulic Press,Morning (06-14),OP-0011,Tech-009,Material Shortage,Raw Material Delay,Unplanned,Poor Spare Parts Availability,220,3.67,1603.8,7.29,348,Packaging Units,Resolved,6.28,Corrective
DT-02659,2024-03-22,2024,March,12,Plant Rotterdam,Line R2,MC-0005,CNC Machine,Afternoon (14-22),OP-0070,Tech-025,Preventive Maintenance,Filter Replacement,Planned,Human Error,40,0.67,259.6,6.49,42,Machine Tools,Resolved,1.94,Preventive
DT-02660,2024-03-22,2024,March,12,Plant Lyon,Line L3,MC-0045,Packaging Machine,Afternoon (14-22),OP-0006,Tech-005,Electrical Failure,PLC Error,Unplanned,Inadequate Training,60,1.0,438.6,7.31,112,Electronic Housings,In Progress,,Corrective
DT-02661,2024-03-22,2024,March,12,Plant Rotterdam,Line R1,MC-0002,Assembly Robot,Morning (06-14),OP-0108,Tech-013,Material Shortage,Component Stockout,Unplanned,Human Error,84,1.4,664.44,7.91,89,Plastic Components,Resolved,2.69,Predictive
DT-02662,2024-03-22,2024,March,12,Plant Rotterdam,Line R3,MC-0008,Packaging Machine,Morning (06-14),OP-0043,Tech-018,Preventive Maintenance,Scheduled Inspection,Planned,Unknown,68,1.13,399.16,5.87,150,Metal Fittings,Resolved,1.71,Preventive
DT-02663,2024-03-22,2024,March,12,Plant Rotterdam,Line R2,MC-0007,Robotic Welder,Morning (06-14),OP-0118,Tech-013,Mechanical Failure,Bearing Failure,Unplanned,Human Error,46,0.77,400.66,8.71,52,Electronic Housings,Resolved,0.69,Corrective
